Time,URL,Response
"2/5/26, 8:22 AM",https://www.bondflorida.com/services/immigration-bail-bonds,OK (200)
"2/5/26, 8:20 AM",https://www.bondflorida.com/services/dui-bail-bonds,OK (200)
"2/5/26, 8:19 AM",https://www.bondflorida.com/services/traffic-warrant-bail/winter-park,OK (200)
"2/5/26, 8:18 AM",https://www.bondflorida.com/county/lee,OK (200)
"2/5/26, 8:18 AM",https://www.bondflorida.com/services/dui-bail-bonds/fort-lauderdale,OK (200)
"2/5/26, 8:17 AM",https://www.bondflorida.com/services/dui-bail-bonds/hialeah,OK (200)
"2/5/26, 7:58 AM",https://www.bondflorida.com/county/polk/lakeland,OK (200)
"2/5/26, 7:28 AM",https://www.bondflorida.com/favicon.ico?favicon.0b3bf435.ico,OK (200)
"2/5/26, 7:28 AM",https://www.bondflorida.com/favicon.ico,OK (200)
"2/5/26, 7:28 AM",https://www.bondflorida.com/og-image.png,OK (200)
