path,service,city,status,indexable,wordCount,uniquePercent,hasSourceSection,hasReviewDate,decision,reason
"/services/domestic-violence-bail/fort-myers","domestic-violence-bail","fort-myers",200,false,366,54.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/hialeah","domestic-violence-bail","hialeah",200,false,336,48.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/hollywood","domestic-violence-bail","hollywood",200,false,331,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/jacksonville-beach","domestic-violence-bail","jacksonville-beach",200,false,358,58.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/lake-city","domestic-violence-bail","lake-city",200,false,348,58,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/lakeland","domestic-violence-bail","lakeland",200,false,331,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/miami","domestic-violence-bail","miami",200,false,333,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/miami-beach","domestic-violence-bail","miami-beach",200,false,356,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/new-port-richey","domestic-violence-bail","new-port-richey",200,false,366,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/ocala","domestic-violence-bail","ocala",200,false,325,50.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/orlando","domestic-violence-bail","orlando",200,false,343,48.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/plant-city","domestic-violence-bail","plant-city",200,false,340,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/pompano-beach","domestic-violence-bail","pompano-beach",200,false,350,51.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/st-petersburg","domestic-violence-bail","st-petersburg",200,false,345,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/tampa","domestic-violence-bail","tampa",200,false,327,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/vero-beach","domestic-violence-bail","vero-beach",200,false,353,57.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/wesley-chapel","domestic-violence-bail","wesley-chapel",200,false,349,51.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/west-palm-beach","domestic-violence-bail","west-palm-beach",200,false,371,53.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/winter-haven","domestic-violence-bail","winter-haven",200,false,343,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/winter-park","domestic-violence-bail","winter-park",200,false,358,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/domestic-violence-bail/yulee","domestic-violence-bail","yulee",200,false,345,59.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/apopka","dui-bail-bonds","apopka",200,false,340,49.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/belleview","dui-bail-bonds","belleview",200,false,318,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/boca-raton","dui-bail-bonds","boca-raton",200,false,354,54.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/bonita-springs","dui-bail-bonds","bonita-springs",200,false,371,56.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/bradenton","dui-bail-bonds","bradenton",200,false,322,57.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/brandon","dui-bail-bonds","brandon",200,false,326,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/cape-coral","dui-bail-bonds","cape-coral",200,false,365,54.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/clearwater","dui-bail-bonds","clearwater",200,false,321,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/cocoa","dui-bail-bonds","cocoa",200,false,329,59.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/dade-city","dui-bail-bonds","dade-city",200,false,346,52.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/fort-lauderdale","dui-bail-bonds","fort-lauderdale",200,false,342,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/fort-myers","dui-bail-bonds","fort-myers",200,false,362,54.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/hialeah","dui-bail-bonds","hialeah",200,false,332,48.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/hollywood","dui-bail-bonds","hollywood",200,false,327,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/jacksonville-beach","dui-bail-bonds","jacksonville-beach",200,false,354,58.9,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/lake-city","dui-bail-bonds","lake-city",200,false,344,58.5,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/lakeland","dui-bail-bonds","lakeland",200,false,327,50.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/miami","dui-bail-bonds","miami",200,false,329,45.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/miami-beach","dui-bail-bonds","miami-beach",200,false,352,45.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/new-port-richey","dui-bail-bonds","new-port-richey",200,false,362,52.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/ocala","dui-bail-bonds","ocala",200,false,321,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/orlando","dui-bail-bonds","orlando",200,false,339,49.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/plant-city","dui-bail-bonds","plant-city",200,false,336,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/pompano-beach","dui-bail-bonds","pompano-beach",200,false,346,52.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/st-petersburg","dui-bail-bonds","st-petersburg",200,false,341,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/tampa","dui-bail-bonds","tampa",200,false,323,50.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/vero-beach","dui-bail-bonds","vero-beach",200,false,349,58.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/wesley-chapel","dui-bail-bonds","wesley-chapel",200,false,345,52.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/west-palm-beach","dui-bail-bonds","west-palm-beach",200,false,367,54.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/winter-haven","dui-bail-bonds","winter-haven",200,false,339,50.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/winter-park","dui-bail-bonds","winter-park",200,false,354,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/dui-bail-bonds/yulee","dui-bail-bonds","yulee",200,false,341,59.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/apopka","immigration-bail-bonds","apopka",200,false,344,48.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/belleview","immigration-bail-bonds","belleview",200,false,322,50.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/boca-raton","immigration-bail-bonds","boca-raton",200,false,358,53.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/bonita-springs","immigration-bail-bonds","bonita-springs",200,false,375,55.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/bradenton","immigration-bail-bonds","bradenton",200,false,326,57.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/brandon","immigration-bail-bonds","brandon",200,false,330,51.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/cape-coral","immigration-bail-bonds","cape-coral",200,false,369,54.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/clearwater","immigration-bail-bonds","clearwater",200,false,325,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/cocoa","immigration-bail-bonds","cocoa",200,false,333,58.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/dade-city","immigration-bail-bonds","dade-city",200,false,350,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/fort-lauderdale","immigration-bail-bonds","fort-lauderdale",200,false,346,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/fort-myers","immigration-bail-bonds","fort-myers",200,false,366,54.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/hialeah","immigration-bail-bonds","hialeah",200,false,336,48.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/hollywood","immigration-bail-bonds","hollywood",200,false,331,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/jacksonville-beach","immigration-bail-bonds","jacksonville-beach",200,false,358,58.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/lake-city","immigration-bail-bonds","lake-city",200,false,348,58,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/lakeland","immigration-bail-bonds","lakeland",200,false,331,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/miami","immigration-bail-bonds","miami",200,false,333,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/miami-beach","immigration-bail-bonds","miami-beach",200,false,356,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/new-port-richey","immigration-bail-bonds","new-port-richey",200,false,366,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/ocala","immigration-bail-bonds","ocala",200,false,325,50.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/orlando","immigration-bail-bonds","orlando",200,false,343,48.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/plant-city","immigration-bail-bonds","plant-city",200,false,340,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/pompano-beach","immigration-bail-bonds","pompano-beach",200,false,350,51.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/st-petersburg","immigration-bail-bonds","st-petersburg",200,false,345,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/tampa","immigration-bail-bonds","tampa",200,false,327,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/vero-beach","immigration-bail-bonds","vero-beach",200,false,353,57.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/wesley-chapel","immigration-bail-bonds","wesley-chapel",200,false,349,51.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/west-palm-beach","immigration-bail-bonds","west-palm-beach",200,false,371,53.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/winter-haven","immigration-bail-bonds","winter-haven",200,false,343,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/winter-park","immigration-bail-bonds","winter-park",200,false,358,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/immigration-bail-bonds/yulee","immigration-bail-bonds","yulee",200,false,345,59.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/apopka","nebbia-hold-bail","apopka",200,false,344,48.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/belleview","nebbia-hold-bail","belleview",200,false,322,50.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/boca-raton","nebbia-hold-bail","boca-raton",200,false,358,53.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/bonita-springs","nebbia-hold-bail","bonita-springs",200,false,375,55.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/bradenton","nebbia-hold-bail","bradenton",200,false,326,57.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/brandon","nebbia-hold-bail","brandon",200,false,330,51.1,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/cape-coral","nebbia-hold-bail","cape-coral",200,false,369,54.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/clearwater","nebbia-hold-bail","clearwater",200,false,325,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/cocoa","nebbia-hold-bail","cocoa",200,false,333,58.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/dade-city","nebbia-hold-bail","dade-city",200,false,350,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/fort-lauderdale","nebbia-hold-bail","fort-lauderdale",200,false,346,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/fort-myers","nebbia-hold-bail","fort-myers",200,false,366,54.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/hialeah","nebbia-hold-bail","hialeah",200,false,336,48.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/hollywood","nebbia-hold-bail","hollywood",200,false,331,49.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/jacksonville-beach","nebbia-hold-bail","jacksonville-beach",200,false,358,58.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/lake-city","nebbia-hold-bail","lake-city",200,false,348,58,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/lakeland","nebbia-hold-bail","lakeland",200,false,331,50.2,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/miami","nebbia-hold-bail","miami",200,false,333,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/miami-beach","nebbia-hold-bail","miami-beach",200,false,356,45.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/new-port-richey","nebbia-hold-bail","new-port-richey",200,false,366,51.6,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/ocala","nebbia-hold-bail","ocala",200,false,325,50.4,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/orlando","nebbia-hold-bail","orlando",200,false,343,48.7,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/plant-city","nebbia-hold-bail","plant-city",200,false,340,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/pompano-beach","nebbia-hold-bail","pompano-beach",200,false,350,51.8,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
"/services/nebbia-hold-bail/st-petersburg","nebbia-hold-bail","st-petersburg",200,false,345,50.3,false,false,"noindex-until-reviewed","below-60-percent-unique;no-authoritative-source-record;no-review-date"
